SessionID,Severity,Code,Name,Description,ParentFile,Line,Column,Code Unit Database,Code Unit Schema,Code Unit Package,Code Unit Name,Code Unit Id,Code Unit,Code Unit Size,SourceLanguage,MigrationID
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""Planning.usp_ExecuteCostAllocation""",database_unspecified/planning/procedure/usp_performfinancialclose.sql,30,2,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0016,XML columns in Snowflake might have a different format,XML COLUMNS IN SNOWFLAKE MIGHT HAVE A DIFFERENT FORMAT,database_unspecified/planning/procedure/usp_performfinancialclose.sql,469,13,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,500,13,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0016,XML columns in Snowflake might have a different format,XML COLUMNS IN SNOWFLAKE MIGHT HAVE A DIFFERENT FORMAT,database_unspecified/planning/procedure/usp_performfinancialclose.sql,502,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,506,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0002,Correlated Subquery May Have Functional Differences.,CORRELATED SUBQUERIES MAY HAVE SOME FUNCTIONAL DIFFERENCES.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,506,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,505,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0002,Correlated Subquery May Have Functional Differences.,CORRELATED SUBQUERIES MAY HAVE SOME FUNCTIONAL DIFFERENCES.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,505,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,504,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0002,Correlated Subquery May Have Functional Differences.,CORRELATED SUBQUERIES MAY HAVE SOME FUNCTIONAL DIFFERENCES.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,504,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,503,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0002,Correlated Subquery May Have Functional Differences.,CORRELATED SUBQUERIES MAY HAVE SOME FUNCTIONAL DIFFERENCES.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,503,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,502,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0002,Correlated Subquery May Have Functional Differences.,CORRELATED SUBQUERIES MAY HAVE SOME FUNCTIONAL DIFFERENCES.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,502,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,486,13,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0002,Correlated Subquery May Have Functional Differences.,CORRELATED SUBQUERIES MAY HAVE SOME FUNCTIONAL DIFFERENCES.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,486,13,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0016,XML columns in Snowflake might have a different format,XML COLUMNS IN SNOWFLAKE MIGHT HAVE A DIFFERENT FORMAT,database_unspecified/planning/procedure/usp_performfinancialclose.sql,488,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,High,SSC-EWI-0108,This subquery matches a pattern considered invalid and may cause compilation errors,THE FOLLOWING SUBQUERY MATCHES AT LEAST ONE OF THE PATTERNS CONSIDERED INVALID AND MAY PRODUCE COMPILATION ERRORS,database_unspecified/planning/procedure/usp_performfinancialclose.sql,477,13,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0002,Correlated Subquery May Have Functional Differences.,CORRELATED SUBQUERIES MAY HAVE SOME FUNCTIONAL DIFFERENCES.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,477,13,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0016,XML columns in Snowflake might have a different format,XML COLUMNS IN SNOWFLAKE MIGHT HAVE A DIFFERENT FORMAT,database_unspecified/planning/procedure/usp_performfinancialclose.sql,479,21,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0023,Transformed ERROR function functionality could be different in snowflake,ERROR MESSAGE COULD BE DIFFERENT IN SNOWFLAKE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,456,29,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0023,Transformed ERROR function functionality could be different in snowflake,ERROR MESSAGE COULD BE DIFFERENT IN SNOWFLAKE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,447,93,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Medium,SSC-EWI-0027,Variable with invalid query,THE FOLLOWING STATEMENT USES A VARIABLE/LITERAL WITH AN INVALID QUERY AND IT WILL NOT BE EXECUTED,database_unspecified/planning/procedure/usp_performfinancialclose.sql,390,9,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Medium,SSC-EWI-0030,The statement below has usages of dynamic SQL.,THE STATEMENT BELOW HAS USAGES OF DYNAMIC SQL.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,390,9,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0023,Transformed ERROR function functionality could be different in snowflake,ERROR MESSAGE COULD BE DIFFERENT IN SNOWFLAKE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,384,88,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Medium,SSC-EWI-0073,Pending Functional Equivalence Review,PENDING FUNCTIONAL EQUIVALENCE REVIEW FOR 'RollbackName' NODE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,380,38,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Medium,SSC-EWI-0027,Variable with invalid query,THE FOLLOWING STATEMENT USES A VARIABLE/LITERAL WITH AN INVALID QUERY AND IT WILL NOT BE EXECUTED,database_unspecified/planning/procedure/usp_performfinancialclose.sql,352,9,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Medium,SSC-EWI-0030,The statement below has usages of dynamic SQL.,THE STATEMENT BELOW HAS USAGES OF DYNAMIC SQL.,database_unspecified/planning/procedure/usp_performfinancialclose.sql,352,9,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Low,SSC-EWI-0101,Commented out transaction label name because is not applicable in Snowflake,COMMENTED OUT TRANSACTION LABEL NAME BECAUSE IS NOT APPLICABLE IN SNOWFLAKE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,348,9,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0023,Transformed ERROR function functionality could be different in snowflake,ERROR MESSAGE COULD BE DIFFERENT IN SNOWFLAKE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,335,35,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Medium,SSC-EWI-0006,The current format may fail or may have a different behavior in Snowflake.,FORMAT: 'C' MAY FAIL OR MAY HAVE A DIFFERENT BEHAVIOR IN SNOWFLAKE. ,database_unspecified/planning/procedure/usp_performfinancialclose.sql,320,97,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0023,Transformed ERROR function functionality could be different in snowflake,ERROR MESSAGE COULD BE DIFFERENT IN SNOWFLAKE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,281,35,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0023,Transformed ERROR function functionality could be different in snowflake,ERROR MESSAGE COULD BE DIFFERENT IN SNOWFLAKE,database_unspecified/planning/procedure/usp_performfinancialclose.sql,233,39,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-0007,Element with missing dependencies,"MISSING DEPENDENT OBJECT ""#MergeOutput""",database_unspecified/planning/procedure/usp_bulkimportbudgetdata.sql,25,2,N/A,Planning,N/A,"usp_BulkImportBudgetData(VARCHAR,NVARCHAR,NVARCHAR,Planning.BudgetLineItemTableType,NVARCHAR,NVARCHAR,NVARCHAR,INT,VARCHAR,VARCHAR,INT,BIT,INT,XML,INT,INT)","Planning.usp_BulkImportBudgetData(VARCHAR,NVARCHAR,NVARCHAR,Planning.BudgetLineItemTableType,NVARCHAR,NVARCHAR,NVARCHAR,INT,VARCHAR,VARCHAR,INT,BIT,INT,XML,INT,INT)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,Low,SSC-EWI-0036,Data type converted to other data type,XML DATA TYPE CONVERTED TO VARIANT,database_unspecified/planning/procedure/usp_performfinancialclose.sql,71,29,N/A,Planning,N/A,"usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)","Planning.usp_PerformFinancialClose(INT,VARCHAR,BIT,BIT,BIT,BIT,NVARCHAR,BIT,INT,XML,VARCHAR)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
6eb54011-ba58-4fdb-84b6-d39159932fda,None,SSC-FDM-TS0016,XML columns in Snowflake might have a different format,XML COLUMNS IN SNOWFLAKE MIGHT HAVE A DIFFERENT FORMAT,database_unspecified/planning/procedure/usp_bulkimportbudgetdata.sql,467,13,N/A,Planning,N/A,"usp_BulkImportBudgetData(VARCHAR,NVARCHAR,NVARCHAR,Planning.BudgetLineItemTableType,NVARCHAR,NVARCHAR,NVARCHAR,INT,VARCHAR,VARCHAR,INT,BIT,INT,XML,INT,INT)","Planning.usp_BulkImportBudgetData(VARCHAR,NVARCHAR,NVARCHAR,Planning.BudgetLineItemTableType,NVARCHAR,NVARCHAR,NVARCHAR,INT,VARCHAR,VARCHAR,INT,BIT,INT,XML,INT,INT)",CREATE PROCEDURE,M,Transact,DZ2dAbBcX3Skb4MNB+rC+Q==
